Time,Latitude,Longitude,Course,Speed_kts,Speed_mph,Altitude_feet,ClimbRate,ReportingFacility,FlightType,FlightNumber,ScrapeTime
Mon 07:15:20 AM,53.0303,6.7700,↙ 235°,393,452,"24,600","-1,500",FlightAware ADS-B (EDXG),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:15:50 AM,52.9997,6.6969,↙ 235°,391,450,"23,750","-2,025",FlightAware ADS-B (ENS / EHTW),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:16:20 AM,52.9689,6.6241,↙ 235°,383,441,"22,575","-2,175",FlightAware ADS-B (UTC / EHSB),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:16:50 AM,52.9397,6.5555,↙ 235°,367,422,"21,575","-2,175",FlightAware ADS-B (EDLS),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:17:20 AM,52.9110,6.4883,↙ 235°,355,409,"20,400","-2,475",FlightAware ADS-B (EDLS),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:17:50 AM,52.8820,6.4206,↙ 235°,348,400,"19,100","-2,311",FlightAware ADS-B (EHDL),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:18:21 AM,52.8546,6.3566,↙ 235°,335,386,"18,050","-2,336",FlightAware ADS-B (GRQ / EHGG),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:18:51 AM,52.8282,6.2953,↙ 235°,331,381,"16,725","-2,600",FlightAware ADS-B (EHDL),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:19:21 AM,52.8006,6.2312,↙ 235°,326,375,"15,450","-2,150",FlightAware ADS-B (AMS / EHAM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:19:51 AM,52.7747,6.1713,↙ 234°,320,368,"14,575","-1,725",FlightAware ADS-B (EHDL),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:20:21 AM,52.7495,6.1131,↙ 234°,315,362,"13,725","-1,600",FlightAware ADS-B (UTC / EHSB),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:20:51 AM,52.7248,6.0561,↙ 234°,306,352,"12,975","-1,450",FlightAware ADS-B (ENS / EHTW),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:21:21 AM,52.6996,5.9983,↙ 234°,305,351,"12,275","-1,325",FlightAware ADS-B (GRQ / EHGG),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:21:51 AM,52.6752,5.9424,↙ 235°,303,349,"11,650","-1,050",FlightAware ADS-B (ETWM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:22:21 AM,52.6511,5.8872,↙ 234°,292,336,"11,225","-1,050",FlightAware ADS-B (GRQ / EHGG),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:22:51 AM,52.6278,5.8338,↙ 234°,290,334,"10,600","-1,275",FlightAware ADS-B (EHDR),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:23:21 AM,52.6044,5.7803,↙ 234°,290,334,"9,950","-1,225",FlightAware ADS-B (UTC / EHSB),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:23:51 AM,52.5809,5.7267,↙ 234°,286,329,"9,375",-821,FlightAware ADS-B (RTM / EHRD),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:24:14 AM,52.5636,5.6881,↙ 231°,272,313,"9,225",-413,FlightAware ADS-B (EHTE),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:24:31 AM,52.5492,5.6629,↙ 224°,265,305,"9,100",-608,FlightAware ADS-B (EHTE),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:24:51 AM,52.5325,5.6360,↙ 225°,258,297,"8,850",-913,FlightAware ADS-B (AMS / EHAM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:25:17 AM,52.5097,5.5991,↙ 225°,255,293,"8,400","-1,098",FlightAware ADS-B (EDLM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:25:47 AM,52.4853,5.5598,↙ 224°,257,296,"7,825","-1,075",FlightAware ADS-B (LEY / EHLE),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:26:17 AM,52.4583,5.5170,↙ 224°,253,291,"7,325","-1,000",FlightAware ADS-B (EHDL),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:26:47 AM,52.4343,5.4798,↙ 223°,253,291,"6,825",-925,FlightAware ADS-B (AMS / EHAM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:27:17 AM,52.4091,5.4410,↙ 224°,248,285,"6,400",-950,FlightAware ADS-B (LEY / EHLE),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:27:47 AM,52.3835,5.4004,↙ 224°,248,285,"5,875",-975,FlightAware ADS-B (UTC / EHSB),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:28:17 AM,52.3597,5.3628,↙ 224°,244,281,"5,425",-950,FlightAware ADS-B (EHVB),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:28:47 AM,52.3348,5.3239,↙ 224°,243,280,"4,925",-900,FlightAware ADS-B (EHTE),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:29:17 AM,52.3109,5.2866,↙ 224°,243,280,"4,525",-425,FlightAware ADS-B (AMS / EHAM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:29:47 AM,52.2857,5.2480,↙ 223°,243,280,"4,500",-25,FlightAware ADS-B (UDE / EHVK),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:30:17 AM,52.2623,5.2123,↙ 223°,243,280,"4,500",,FlightAware ADS-B (EHHA),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:30:23 AM,52.2555,5.2020,↙ 223°,243,280,"4,500",,Surface and Near-Surface,Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:30:33 AM,52.2476,5.1897,↙ 225°,243,280,"4,500",,FlightAware ADS-B (LEY / EHLE),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:30:49 AM,52.2362,5.1676,↙ 233°,241,277,"4,500",,FlightAware ADS-B (AMS / EHAM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:31:05 AM,52.2258,5.1445,↙ 234°,242,278,"4,500",,FlightAware ADS-B (EHDB),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:31:21 AM,52.2158,5.1222,↙ 234°,241,277,"4,500",,FlightAware ADS-B (RTM / EHRD),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:31:37 AM,52.2055,5.0991,↙ 234°,241,277,"4,500",,FlightAware ADS-B (EBGB),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:31:53 AM,52.1946,5.0747,↙ 234°,241,277,"4,500",,FlightAware ADS-B (AMS / EHAM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:32:09 AM,52.1845,5.0519,↙ 234°,240,276,"4,500",-386,FlightAware ADS-B (EHDB),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:32:28 AM,52.1720,5.0243,↙ 234°,239,275,"4,275",-857,FlightAware ADS-B (UTC / EHSB),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:32:58 AM,52.1524,4.9813,↙ 233°,238,274,"3,800",-675,FlightAware ADS-B (AMS / EHAM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:33:28 AM,52.1329,4.9393,↙ 233°,225,259,"3,600",-475,FlightAware ADS-B (AMS / EHAM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:33:58 AM,52.1146,4.9006,↙ 233°,210,242,"3,325",-574,FlightAware ADS-B (UDE / EHVK),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:34:15 AM,52.1064,4.8769,← 256°,200,230,"3,150",-453,FlightAware ADS-B (LEY / EHLE),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:34:41 AM,52.1047,4.8399,← 268°,184,212,"3,000",-393,FlightAware ADS-B (AMS / EHAM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:34:57 AM,52.1048,4.8188,← 279°,174,200,"2,875",-563,FlightAware ADS-B (EHHV),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:35:13 AM,52.1113,4.8024,↖ 322°,170,196,"2,700",-750,FlightAware ADS-B (AMS / EHAM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:35:31 AM,52.1234,4.7906,↖ 332°,169,194,"2,450",-781,FlightAware ADS-B (AMS / EHAM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:36:01 AM,52.1431,4.7736,↖ 332°,164,189,"2,075",-620,FlightAware ADS-B (RTM / EHRD),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:36:17 AM,52.1553,4.7666,↑ 352°,167,192,"1,975",-176,FlightAware ADS-B (EIN / EHEH),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:36:35 AM,52.1686,4.7662,↑ 3°,165,190,"1,975",-63,FlightAware ADS-B (EHHV),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:37:05 AM,52.1912,4.7682,↑ 4°,162,186,"1,925",-475,FlightAware ADS-B (AMS / EHAM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:37:35 AM,52.2130,4.7702,↑ 3°,143,165,"1,500",-800,FlightAware ADS-B (RTM / EHRD),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:38:05 AM,52.2314,4.7719,↑ 3°,133,153,"1,125",-711,FlightAware ADS-B (AMS / EHAM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:38:13 AM,52.2367,4.7723,↑ 3°,132,152,"1,050",-656,Surface and Near-Surface,Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:38:21 AM,52.2413,4.7727,↑ 4°,132,152,950,-750,FlightAware ADS-B (AMS / EHAM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:38:37 AM,52.2514,4.7736,↑ 3°,134,154,750,-750,FlightAware ADS-B (AMS / EHAM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:38:53 AM,52.2607,4.7745,↑ 4°,131,151,550,-750,FlightAware ADS-B (AMS / EHAM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:39:09 AM,52.2708,4.7754,↑ 3°,130,150,350,-750,FlightAware ADS-B (AMS / EHAM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:39:25 AM,52.2809,4.7763,↑ 4°,132,152,150,-750,FlightAware ADS-B (AMS / EHAM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:39:41 AM,52.2904,4.7773,↑ 3°,133,153,,-516,FlightAware ADS-B (AMS / EHAM),Arrivals,CAO3159,2025-03-24 13:04:30
Mon 07:39:57 AM,52.2997,4.7782,↑ 3°,110,127,,-281,FlightAware ADS-B (AMS / EHAM),Arrivals,CAO3159,2025-03-24 13:04:30
Sun 07:22:07 PM,31.6917,121.3638,↖ 326°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:23:11 PM,31.7873,121.2886,↖ 326°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:24:11 PM,31.8769,121.2179,↖ 326°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:26:11 PM,32.0559,121.0761,↖ 326°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:27:11 PM,32.1454,121.0050,↖ 326°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:29:10 PM,32.3227,120.8636,↖ 326°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:31:07 PM,32.4968,120.7240,↖ 326°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:32:08 PM,32.5876,120.6510,↖ 326°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:34:05 PM,32.7615,120.5105,↖ 326°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:35:11 PM,32.8595,120.4311,↖ 326°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:37:03 PM,33.0258,120.2958,↖ 326°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:38:10 PM,33.1252,120.2147,↖ 326°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:40:05 PM,33.2956,120.0750,↖ 326°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:41:09 PM,33.3904,119.9970,↖ 326°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:42:09 PM,33.4793,119.9237,↖ 325°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:43:59 PM,33.6420,119.7890,↖ 325°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:45:10 PM,33.7470,119.7018,↖ 325°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:47:10 PM,33.9242,119.5539,↖ 325°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:49:12 PM,34.1043,119.4029,↖ 325°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:51:07 PM,34.2738,119.2600,↖ 325°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:53:03 PM,34.4447,119.1152,↖ 325°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:54:07 PM,34.5388,119.0351,↖ 325°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:55:09 PM,34.6300,118.9573,↖ 325°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:57:08 PM,34.8049,118.8076,↖ 325°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 07:58:08 PM,34.8931,118.7318,↖ 325°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:00:04 PM,35.0633,118.5849,↖ 325°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:01:08 PM,35.1571,118.5035,↖ 325°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:02:08 PM,35.2450,118.4271,↖ 325°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:04:10 PM,35.4237,118.2712,↖ 325°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:06:03 PM,35.5889,118.1262,↖ 325°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:08:03 PM,35.7642,117.9716,↖ 324°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:09:08 PM,35.8591,117.8875,↖ 324°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:10:10 PM,35.9496,117.8072,↖ 324°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:12:11 PM,36.1259,117.6498,↖ 324°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:14:06 PM,36.2933,117.4996,↖ 324°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:16:06 PM,36.4678,117.3421,↖ 324°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:17:09 PM,36.5594,117.2592,↖ 324°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:19:07 PM,36.7307,117.1033,↖ 324°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:20:09 PM,36.8206,117.0212,↖ 324°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:22:05 PM,36.9887,116.8669,↖ 324°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:23:11 PM,37.0842,116.7788,↖ 324°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:24:11 PM,37.1710,116.6985,↖ 324°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:25:59 PM,37.3271,116.5536,↖ 324°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:27:03 PM,37.4195,116.4674,↖ 323°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:28:06 PM,37.5104,116.3824,↖ 323°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:29:06 PM,37.5969,116.3012,↖ 323°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:30:11 PM,37.6906,116.2130,↖ 323°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:32:10 PM,37.8620,116.0510,↖ 323°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:33:59 PM,38.0187,115.9020,↖ 323°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:35:06 PM,38.1149,115.8101,↖ 323°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:36:57 PM,38.2742,115.6573,↖ 323°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:38:07 PM,38.3746,115.5605,↖ 323°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:39:11 PM,38.4663,115.4719,↖ 323°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:41:03 PM,38.6266,115.3162,↖ 323°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:42:08 PM,38.7195,115.2255,↖ 323°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:43:08 PM,38.8052,115.1416,↖ 323°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:45:08 PM,38.9764,114.9731,↖ 323°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:46:10 PM,39.0648,114.8858,↖ 323°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:47:11 PM,39.1517,114.7996,↖ 322°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:49:03 PM,39.3111,114.6409,↖ 322°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:50:11 PM,39.4078,114.5442,↖ 322°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:52:08 PM,39.5739,114.3771,↖ 322°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:54:02 PM,39.7355,114.2136,↖ 322°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:55:10 PM,39.8319,114.1156,↖ 322°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:57:04 PM,39.9931,113.9509,↖ 322°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 08:58:09 PM,40.0850,113.8565,↖ 322°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:00:05 PM,40.2487,113.6876,↖ 322°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:01:07 PM,40.3361,113.5970,↖ 322°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:02:10 PM,40.4248,113.5047,↖ 322°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:04:10 PM,40.5936,113.3281,↖ 322°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:05:10 PM,40.6780,113.2395,↖ 321°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:06:11 PM,40.7636,113.1492,↖ 321°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:08:02 PM,40.9193,112.9843,↖ 321°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:09:09 PM,41.0131,112.8843,↖ 321°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:11:07 PM,41.1782,112.7077,↖ 321°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:12:10 PM,41.2662,112.6130,↖ 321°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:14:07 PM,41.4295,112.4364,↖ 321°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:15:59 PM,41.5855,112.2666,↖ 321°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:17:11 PM,41.6857,112.1570,↖ 321°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:19:02 PM,41.8399,111.9873,↖ 321°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:20:06 PM,41.9287,111.8891,↖ 321°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:22:10 PM,42.1005,111.6981,↖ 321°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:24:05 PM,42.2596,111.5200,↖ 320°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:25:07 PM,42.3453,111.4236,↖ 320°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:27:10 PM,42.5149,111.2316,↖ 320°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:29:03 PM,42.6705,111.0543,↖ 320°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:30:10 PM,42.7627,110.9488,↖ 320°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:32:07 PM,42.9233,110.7637,↖ 320°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:33:09 PM,43.0083,110.6653,↖ 320°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:34:58 PM,43.1576,110.4915,↖ 320°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:36:08 PM,43.2533,110.3794,↖ 320°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:37:08 PM,43.3352,110.2831,↖ 319°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:38:10 PM,43.4198,110.1833,↖ 319°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:39:10 PM,43.5016,110.0865,↖ 319°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:40:59 PM,43.6499,109.9099,↖ 319°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:42:07 PM,43.7424,109.7993,↖ 319°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:43:07 PM,43.8238,109.7014,↖ 319°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:44:10 PM,43.9093,109.5983,↖ 319°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:46:07 PM,44.0677,109.4061,↖ 319°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:48:06 PM,44.2285,109.2095,↖ 319°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:49:06 PM,44.3094,109.1100,↖ 319°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:51:10 PM,44.4764,108.9035,↖ 319°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:53:03 PM,44.6283,108.7143,↖ 318°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:54:10 PM,44.7182,108.6016,↖ 318°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:56:10 PM,44.8789,108.3989,↖ 318°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 09:58:07 PM,45.0353,108.2003,↖ 318°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:00:04 PM,45.1913,108.0005,↖ 318°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:01:09 PM,45.2778,107.8890,↖ 318°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:03:09 PM,45.4373,107.6823,↖ 318°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:04:09 PM,45.5169,107.5786,↖ 318°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:05:10 PM,45.5977,107.4728,↖ 318°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:06:10 PM,45.6771,107.3684,↖ 317°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:07:11 PM,45.7577,107.2620,↖ 317°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:09:07 PM,45.9108,107.0588,↖ 317°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:10:11 PM,45.9951,106.9462,↖ 317°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:12:10 PM,46.1515,106.7359,↖ 317°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:14:08 PM,46.3062,106.5262,↖ 317°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:15:59 PM,46.4514,106.3279,↖ 317°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:17:56 PM,46.6041,106.1177,↖ 317°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:19:04 PM,46.6926,105.9950,↖ 316°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:21:03 PM,46.8473,105.7793,↖ 316°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:22:07 PM,46.9303,105.6627,↖ 316°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:24:07 PM,47.0856,105.4433,↖ 316°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:25:11 PM,47.1682,105.3257,↖ 316°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:27:09 PM,47.3203,105.1080,↖ 316°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:29:10 PM,47.4758,104.8834,↖ 316°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:31:08 PM,47.6271,104.6631,↖ 316°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:33:06 PM,47.7779,104.4416,← 315°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:35:08 PM,47.9334,104.2111,← 315°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:37:08 PM,48.0859,103.9831,← 315°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:39:06 PM,48.2354,103.7576,← 315°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:41:10 PM,48.3920,103.5192,← 315°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
Sun 10:43:11 PM,48.5443,103.2851,← 315°,,,,,Estimated,Arrivals,CCA1033,2025-03-24 13:04:30
